WBL_NUM,WBL_CNTR_UUID,CNTR_TYPE,IS_EMPTY,SOC,TRANS_TYPE,LEG_TYPE,IS_MAIN,POL_CDE,POL_NME,LDD_SVVD,POD_CDE,POD_NME,WBL_AUD_DT,MAIN_SVVD_SAILING_DATE,CGO_BRIEF_DESC_CDE,BKG_MTHD,CGO_BRIEF_DESC_CNNME,AMT
Q008149010,f5bb139e75fb4774a8613256ed989b70,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/10 14:47,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008149010,0ba4012283344aac8fa7b59a686de925,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/10 14:47,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008210620,9d23eee1c223476e9a757a1e9c4cb5c3,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,e5dae5d54d2f45a78cd61a59ddf4ca59,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,501200fd778c435dbafc745921bc616e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,a77832e111cd4be48867e679467a49f7,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,9d9772b0142d4c5f9e8d8a8430b2574e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,3284cebe6f2a4cde80cff327a08f7773,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,4851fa33a5a44e78838d5d3ca15a5fc8,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,985447fd889643328acc570e5c3ea626,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,41e4b2cf626b442d8d66f325bfc950f5,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,13960d0a97fc41c28457cae75a7a801c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,dfff8cf9cdab4c6c9047c90223b0182a,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008210620,48bc8213b12e44c294c8dccb001fbbee,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/11 16:51,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008220270,10267bf1d8c14de3b2d097f7840e059b,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:27,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008220270,ade3b1d089dd4de5b286fb78523fa022,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:27,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008220271,b2bdc5cd99be41d2a71a10b697b8f5ed,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:27,2019/4/21 6:10,CT1100600002,TF,黄豆,2840.25
Q008220271,69cddf80bdc44e59a8de63fa64cb4399,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:27,2019/4/21 6:10,CT1100600002,TF,黄豆,2840.25
Q008220273,2e551702b0404b2fa6d6feb01c269fb4,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:27,2019/4/21 6:10,CT1100800031,TF,芽豆,2840.25
Q008220480,e3be0becbf14468096d17e3fe8dbebdc,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220480,18ad57aa46a849f5a792edbbad6921f7,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220481,70adeae5b671443cbc56fb053059f6ab,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220481,dea072636c5a45f2994af18a87969ac9,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220482,434aa25a57ef4b64b84f6f3ee6a2e8f8,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220482,4c2fcf9f3a914366be3706b862661ce6,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220483,43351cb6e39e4f458775008fdcabe090,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220483,11e2289f43cb42d591985133b55c2d02,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220484,83e131893f294a568240edf99cd35867,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220484,83f2471b5b4c46259855b4d3e51f8a4e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220486,e351442776d249e7b7d59c50eb53dc1a,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220486,897285d38f8d4cb59319905d40fc5d8a,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220487,21098f155c404aa4987683d64c930ca3,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220487,5a049ef5cd4242ec80683cdacf99bb2d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220488,63435f2cc2b048e290ce317e2bc8c71e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220488,f38be47f819b431885a7547c2aafb8db,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220489,b1b13b36ce7a428ca7e170fad285468c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008220489,8e63639676c94405b847560a0dbfa37b,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:29,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008221950,f66c6a6dd727492c8e195aa94b2262e2,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:43,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008221950,eed039b1d32a43c5b11867f57ffc2615,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:43,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008222321,d1236d54cb284351b4e039a98cb073f4,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:45,2019/4/21 6:10,CT1100300005,TF,黑米,2840.25
Q008222321,986cd0657c1744c38e86067f095dbe2f,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:45,2019/4/21 6:10,CT1100300005,TF,黑米,2840.25
Q008223250,0481a8a4c042484bbc19ae20920d32f4,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:52,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008223250,3e7623740c9843dcae42c93ba28feafa,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:52,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008223431,786782f237de40eb953284d1f2e40d35,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100800032,TF,红小豆,2840.25
Q008223431,f0695f9d19e24396a3f48bf11676f217,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100800032,TF,红小豆,2840.25
Q008223432,0298fd0da2284dab8128d5de84736277,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100800017,TF,黑豆,2840.25
Q008223432,0555bcef66fc4df89b46b5a63a4d0368,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100800017,TF,黑豆,2840.25
Q008223434,39d6a20b4f8e4ccca7092fbc9e105fe8,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223434,58aa91302ed2448e929315aed8644834,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223450,8a82c900ed9d41e6acb96a33d75b2d9d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008223450,c8bc42eae5f9430d8495b5b4cdbcc32d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008223530,4c9975a3acb043d8bba01e6b3cb611c0,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223530,fcd5838a25ff48c483940fe1b79f5d90,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223530,3b79f24b088e4fecb07fb55b20c4b67c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223530,160ac748c19247c1974649cadb18dc62,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223531,d6876ec122f34d87905e7b0f81aa9422,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223531,9a801e6b8cd8481392be5d99c58f0fb9,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223531,e9517ee7edb64f62af53df77246bdb04,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223531,2731df9c093448b08768481e76dce6dc,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223532,ccb718cb36e54bf484934ac364ae34be,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223533,01fa5d6a02c34e8aa0f5c7453cfcde64,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008223533,dbc22669abd24479bd79238def5115d1,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008223580,0c7a9b92f81a45959c38b18ffca5491c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223580,b4ccb3c0c0f841f5a46444d8ce559807,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:54,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223740,b2dd9e57e22f4b6cb0f8f729cb989c36,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:56,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223740,421281853b2a49888012d0f41b81eb80,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:56,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008223970,695c10cfd33a4f6a80db66bae5738c60,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:57,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008224160,db88498841d24559929eb8ca1b2d656e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:58,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008224160,37cf32f8982a4842993fba685b6600a5,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 9:58,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008227370,495d91fd3a6240b2b3d30b92dd93083d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 10:28,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008227370,b52c8adf5fcd442d8219356d4f2a0754,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 10:28,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008231380,f0569774972e44e5be07dc6285e5fede,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 10:59,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008231380,a8fdd9de27344812b1b5f1d37de03ba1,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 10:59,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008232250,1bc66194419b432fbf2d9108332be723,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232250,c31ac49cfc5b48aaa7f025f0132db237,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232250,13c05531238344e4be5a371eef22b188,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232250,5b583f0d3b484780ac3a8d48c22bc742,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232250,44f123243a9b4225930013741c481022,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232250,ea9a0ac28bc5476195ed32c3216cdda5,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232251,96f95d4b5179489aa9b4efb54162c1a7,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232251,6397b283db4546079871abd517c3f87e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232251,079af94f71b341bdb6ccc2b81a9b4c82,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008232251,82ec175f997e495ca97035bb79358694,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:08,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008233100,c50091ae4eae48bf9604d6c7b7fca681,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:16,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008233100,ca4a6380932e45ab83a9eca5fabf3fdb,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:16,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008233280,8f967943ca7142beb392d596cf0b5e64,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:17,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008233280,60033f6285aa4d9ba801c28e515a1088,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:17,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008233570,6d7a04f6139046c2a124efd42a13ae78,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:19,2019/4/21 6:10,CT1100300001,TF,大米,3039.75
Q008233570,c9f8c2b5a934447796eaf96a2260f7a5,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:19,2019/4/21 6:10,CT1100300001,TF,大米,3039.75
Q008234000,91af8b1fe19c42e09d6f049b17282516,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:23,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008234000,9161905e245d428998194fa4a75e34da,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 11:23,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,202a4b2f623f4c06b29b709dfcd6e832,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,fbf93a4041b443dfaa64304f13f98dba,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,5ca7efafec0e4b95a332f5c8516963fe,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,f875c071a99140109fa45307557ebf41,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,f21bfa4ecf484aa4bc1e7e65085f2d08,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,67dd8c6f9cce4bcb84e5bca852e0ef04,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,bb7c3c01d05c41a3a5b40d3fdc912dda,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008237970,233ac1d7452f443a9781a19c05145e5e,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 12:53,2019/4/21 6:10,CT1100500001,TF,玉米,2840.25
Q008238610,9ad681ebcf3c476eaa5d60eafa31920c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 13:13,2019/4/21 6:10,CT1100300001,TF,大米,2840.25
Q008242980,3dc08243808d40a59afd1f762776576d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 14:06,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008242980,905fc85d4d8d460193f718544c0a5b98,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/12 14:06,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008273930,6752782903c3426c901c500adedab20c,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 10:00,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008273930,6063adec2bd340f8a61459c8828ddb8a,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 10:00,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008281190,ece3f3935f264470a3162589128f1975,40HQ,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 12:25,2019/4/21 6:10,CT1500300908,TF,塑料颗粒,5790.75
Q008281710,9aadaecfc5cd48c6b88914abd5f68868,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:07,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008281710,f55616f7a9034d5594464f3b98b48424,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:07,2019/4/21 6:10,CT1100600001,TF,大豆,2840.25
Q008282620,d2a9a1dcdacd402382a6983d50f68c9c,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008282620,b38483c3db12441b9c7c170a7774985a,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008282620,de60c5d57a464bb0a57bc596c310419e,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008282620,0cf719720538406b98a6bb24ae84d93d,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008282620,2966e1aadea84e96a4fad87460495f84,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008282620,a13417d0389740f7a2e38971cc7e37f3,20GP,0,0,TRUNK,OCEAN,,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/13 13:51,2019/4/21 6:10,CT0500600053,TF,镁砖,2840.25
Q008293140,19ac2ad8be2e471a931b1deff25c75b9,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/14 9:04,2019/4/21 6:10,CT1100300001,TF,大米,2913.75
Q008293140,5c915b83da084acf93badc8b8c98038d,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/14 9:04,2019/4/21 6:10,CT1100300001,TF,大米,2913.75
Q008294441,0660096741a64d719a6470eb56aecead,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/14 9:31,2019/4/21 6:10,CT1100300001,TF,大米,2913.75
Q008294441,672715b02e6d4197a33db53810015c46,20GP,0,0,TRUNK,OCEAN,1,YIK,营口,IC19-CAB-158 S,QZH,钦州,2019/4/14 9:31,2019/4/21 6:10,CT1100300001,TF,大米,2913.75
